X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
35	[1]	-0.07120509	-0.07120509	0.08704062	0.1143689	-0.1899315	0.0201376	-0.02596383	-0.1090141	-0.08990712	0.310559	0.263579	-0.02955228	0.1831933	-0.4112443	-0.1819463	-0.1615644	-0.2428778	0.3610461	0.03709919	-0.157054	0.2515862	0.1994713	0.2067174	-0.08771757	-0.08375416	-0.2945967	-0.164057	0.2933448	-0.07864816	-0.06713775	-0.03518986	-0.001910333	0.210249	-0.04026496	0.044477	-0.04499377	-0.1625178	-0.2088557	-0.01556346	-0.2112841	-0.05842098	-0.2498409	-0.09898094	-0.2318429	0.1692194	0.2295897	-0.1076784	0.08772851	0.1318101	-0.02944377	-0.1916728
36	[1]	0.05211869	0.05211869	0.1336221	0.50161	-0.181345	0.5833396	0.1227963	0.2445415	0.5717248	0.4359505	0.3498101	-0.6315041	0.1345769	0.2624327	0.3404503	-0.2879331	0.03973637	-0.07767805	0.4544544	0.4857587	-0.2834655	0.2920316	-0.05087262	0.09406317	0.5404162	0.1401264	0.3395332	0.2057563	-0.1370652	-0.1173639	0.1734109	-0.3150179	-0.3930506	-0.5839894	-0.4585059	0.5028699	-0.2471752	0.3186974	0.5773513	0.3593241	0.478201	0.3143068	0.5378289	0.4833673	0.4111984	0.3442316	0.1713911	-0.4882785	-0.04173299	0.05009157	0.1143284
37	[1]	0.1960162	0.1960162	-0.1338038	-0.5590422	0.08939122	-0.6179174	-0.1185317	0.09632429	-0.69075	-0.3522325	-0.28236	0.5456593	-0.2104153	-0.5408007	-0.5541106	0.2414433	-0.1810324	0.03037074	-0.4737302	-0.3210308	0.4684346	-0.2135979	0.3336229	-0.3111838	-0.5655116	-0.4491812	-0.6081239	-0.186455	0.1401293	0.04616198	-0.2698856	0.2099202	0.4904991	0.619427	0.5308967	-0.5154435	0.1936947	-0.3741331	-0.4128024	-0.6517133	-0.623334	-0.3791266	-0.6040826	-0.5810407	-0.4797015	-0.201799	-0.2916693	0.4116285	0.1584657	0.08669426	-0.4573457
38	[1]	0.07465426	0.07465426	-0.0537468	-0.6280365	0.4156031	-0.7833733	-0.1583163	-0.1806228	-0.7359865	-0.5249124	-0.4868021	0.5970075	-0.2665498	-0.4569529	-0.5591684	0.4908841	-0.1584428	0.3592966	-0.4860318	-0.2948662	0.2854699	-0.4976156	0.07266972	-0.1419151	-0.6575428	-0.09595731	-0.6818152	-0.3038682	0.1452787	0.2803357	-0.2379111	0.2745426	0.7136598	0.697818	0.7737104	-0.4263528	0.3372383	-0.2491163	-0.4999496	-0.4328107	-0.6766967	-0.1635126	-0.5845423	-0.6795774	-0.5898292	-0.6518241	-0.2755529	0.6731169	0.0500627	-0.1394359	-0.1992896
39	[1]	0.06415952	0.06415952	0.1052913	0.1396563	0.05902247	0.1322653	-0.2311194	0.1363859	0.2054485	0.2225753	0.1124398	-0.1897229	0.0309242	-0.128717	0.04683189	0.1592105	0.02665798	0.1781999	0.1730578	0.1138153	0.09154758	0.01954832	0.2160148	-0.01219816	0.09191572	0.07811283	0.0311124	0.1325648	0.03856618	0.06453187	0.1124749	-0.0328945	0.004608878	-0.0507497	-0.1373744	0.1254489	-0.1703639	-0.02170998	0.1057744	-7.596688e-05	0.1574379	0.238726	0.008897297	-0.02538974	0.2062984	0.0288418	-0.1586826	0.1393307	0.1716052	0.1982676	-0.05072863
40	[1]	-0.06484692	-0.06484692	-0.1170023	-0.5251222	-0.09689557	-0.507608	-0.1242831	-0.08234144	-0.4911191	-0.3458156	-0.297532	0.3356595	-0.269846	-0.3015516	-0.5243034	0.1728728	-0.2859332	0.04918439	-0.379103	-0.3750534	0.2351601	-0.3484458	0.1205558	-0.1080949	-0.4989638	-0.2994409	-0.5144066	-0.170577	0.04138498	-0.01608508	-0.3462297	0.5562935	0.3707089	0.3734164	0.5046519	-0.4493496	0.06001419	-0.2277752	-0.513808	-0.4550495	-0.5566984	-0.1593894	-0.4178411	-0.5479846	-0.250307	-0.2767706	-0.2632228	0.3352259	0.2097972	-0.009293699	-0.03957387
41	[1]	-0.08034001	-0.08034001	0.01693326	0.4526605	-0.2010545	0.5803306	0.009335595	-0.09502557	0.5620326	0.4378672	0.3530888	-0.592672	0.1829912	0.3706248	0.500777	-0.2651538	-0.04914131	-0.02477508	0.5536644	0.2182654	-0.1831029	0.2611879	0.03795502	0.06880718	0.5306895	-0.04979114	0.3851964	0.2176838	-0.1171199	-0.2834392	0.0550069	-0.2166062	-0.4171674	-0.6063006	-0.4869587	0.2536023	-0.2613707	0.02324272	0.3736069	0.3628306	0.5615755	0.1713016	0.3879108	0.3693242	0.4161338	0.3508938	0.3361	-0.4901352	-0.1455236	0.08741381	0.1741666
42	[1]	-0.1446853	-0.1446853	0.208177	0.6960952	-0.6111664	0.8152263	0.1902258	0.1420193	0.8123568	0.7540106	0.65392	-0.6447606	0.4216275	0.3443919	0.5710352	-0.6238337	0.1759521	-0.1995351	0.5382297	0.2551532	-0.274426	0.5298848	-0.07174118	0.29743	0.608019	0.06084974	0.6188228	0.4725114	-0.2621401	-0.4244171	0.1996479	-0.1676714	-0.5668651	-0.7793906	-0.6373298	0.3730913	-0.4581622	0.1706922	0.431115	0.3126524	0.757835	0.2933914	0.6100724	0.544184	0.719674	0.7755692	0.0396405	-0.6111832	-0.1466982	0.2037609	0.3932408
43	[1]	0.2470025	0.2470025	-0.07609732	-0.5976228	0.1709018	-0.6339123	-0.2131055	0.1240878	-0.6749165	-0.40378	-0.3230194	0.4668534	-0.3049495	-0.5596693	-0.678467	0.2593033	-0.2323255	0.1970082	-0.4520496	-0.2927866	0.528811	-0.3845554	0.3243432	-0.4196755	-0.5338256	-0.3479687	-0.6548893	-0.1756215	0.1901264	0.2082828	-0.2889311	0.188307	0.4859243	0.6409739	0.5009803	-0.5322629	0.1370352	-0.1599847	-0.3301781	-0.5253791	-0.7174171	-0.289634	-0.5689438	-0.6830814	-0.3995093	-0.3872719	-0.1833874	0.5132659	0.2907347	0.1665896	-0.4430344
44	[1]	-0.1493359	-0.1493359	0.1914668	0.7196176	-0.445897	0.7650964	0.282163	0.03435319	0.769215	0.5978186	0.5661429	-0.6605409	0.3269081	0.4829014	0.6610162	-0.5113041	0.1806113	-0.2131885	0.5342214	0.2749326	-0.3766097	0.5043437	-0.1269768	0.349547	0.6570958	0.1409615	0.6450126	0.3203432	-0.2959632	-0.4180039	0.2004924	-0.2272421	-0.5851248	-0.7968319	-0.6591492	0.4424468	-0.3679613	0.1965395	0.4939945	0.4015211	0.7605273	0.2366434	0.6716989	0.6695944	0.5736841	0.6143891	0.2344457	-0.6809657	-0.2676132	0.001161592	0.3858468
45	[1]	-0.1217387	-0.1217387	-0.08563878	-0.03567561	-0.1579804	0.1892284	-0.3314637	0.07480139	0.09661864	0.0360316	-0.03502261	-0.2310826	-0.295383	-0.05610841	-0.1104513	0.08258446	-0.2210614	-0.1341377	0.3178028	0.2318301	0.1252667	-0.3041882	0.2296466	0.008095147	0.1412816	0.02006476	-0.09235643	-0.03683026	0.1977183	0.04303583	-0.09499131	-0.1713391	-0.168608	-0.1451423	-0.1428868	-0.183678	-0.2267474	0.4841344	0.2594762	-0.05342429	-0.0358532	0.1714432	0.256493	-0.01033324	0.177443	-0.05307661	-0.01113039	-0.0679466	0.3721104	0.09517086	-0.1466828
46	[1]	-0.1852666	-0.1852666	0.1546402	0.7132812	-0.49435	0.796872	0.2545118	0.08378622	0.7553814	0.6017702	0.5781115	-0.6274529	0.3969026	0.4973101	0.6936203	-0.5784994	0.2042686	-0.2062282	0.5267944	0.2883871	-0.3996731	0.5509401	-0.1927442	0.3390995	0.6267129	0.1422253	0.7039899	0.3278469	-0.3501088	-0.4209102	0.2013781	-0.2003861	-0.5742662	-0.7591479	-0.6387448	0.4707974	-0.3274705	0.1651814	0.499374	0.4242114	0.7798434	0.318354	0.6137747	0.6578878	0.597766	0.6771477	0.1443076	-0.6701586	-0.2567153	0.001115611	0.3755977
47	[1]	-0.08624343	-0.08624343	0.1569329	-0.02093193	-0.09077203	-0.02618679	-0.0232778	0.1801194	-0.09437195	0.04813094	0.1984631	0.1497936	0.2468315	0.06950787	-0.02826401	-0.1396382	0.1087363	-0.08963545	-0.1589185	-0.2161525	0.05659624	0.09530861	-0.06342789	0.05165237	-0.3937229	-0.1099875	0.05710609	0.2363881	0.1137586	0.0925972	-0.06626782	0.1815017	0.02730175	0.2429748	0.08008992	-0.1411346	0.1663827	-0.2098028	-0.1422203	-0.2000201	-0.04221584	0.1195719	-0.2597055	-0.3250334	0.03920315	0.241669	-0.3162866	0.03168498	-0.002664373	0.04743345	0.05423853
48	[1]	-0.2647317	-0.2647317	0.3461206	0.3943417	-0.3823908	0.4219277	-0.0343386	0.00246056	0.5238647	0.4771346	0.3814208	-0.3352021	0.2857773	0.0782443	0.2238901	-0.189197	0.1810999	-0.03218156	0.2471791	0.1096893	-0.2685624	0.215758	-0.1369567	0.3218625	0.1883167	0.2939511	0.2351036	0.4013032	-0.2028524	-0.2347132	0.1640214	0.1716056	-0.1578092	-0.4621549	-0.1027111	0.3429494	-0.2744507	0.1328507	0.1305269	0.1465542	0.4111021	0.3170082	0.4076694	0.1246817	0.4472525	0.3433801	-0.3338244	-0.1073681	-0.08740339	0.1495254	0.4881231
49	[1]	-0.01155692	-0.01155692	0.07406971	0.4783103	-0.5480541	0.8116735	-0.07070945	0.2434507	0.713505	0.6525229	0.3925297	-0.6888905	0.1338417	0.2079147	0.3208797	-0.4836602	-0.05253784	-0.1911786	0.5386082	0.3611655	-0.08780139	0.207743	0.1759279	0.09786353	0.5423951	-0.04829085	0.4306556	0.2598302	-0.1880434	-0.3703744	0.02102633	-0.2010031	-0.5571332	-0.7530617	-0.5959506	0.2612293	-0.5196755	0.2810594	0.4751401	0.2391088	0.5192877	0.1541432	0.5581736	0.3623291	0.5468471	0.6245282	0.03919032	-0.5195987	0.1608338	0.3475342	0.1596046
50	[1]	-0.0328534	-0.0328534	0.1497729	0.6083732	-0.3010204	0.744499	0.07204956	0.1102303	0.7481475	0.5379731	0.3875778	-0.7234811	0.1459692	0.4442276	0.5470417	-0.3400359	0.09374802	-0.1974225	0.5909305	0.3723102	-0.3189953	0.3144057	0.04469632	0.2350438	0.6604792	0.1117698	0.5310166	0.1931197	-0.2087868	-0.3259203	0.1519642	-0.3016587	-0.6017446	-0.7504097	-0.6678803	0.3658602	-0.3766441	0.3041091	0.5752706	0.4485557	0.6696481	0.2302663	0.6605407	0.6259952	0.4675112	0.4791649	0.3007944	-0.6291287	-0.1033026	0.1732207	0.2572785
51	[1]	-0.1371991	-0.1371991	0.2875769	0.7324675	-0.334672	0.7032592	0.3297758	0.02785794	0.7749391	0.5714288	0.5534404	-0.571999	0.3944261	0.4671341	0.686283	-0.4127785	0.289709	-0.1350843	0.4476374	0.2203585	-0.4300234	0.5341144	-0.2280163	0.3871791	0.5869291	0.2433941	0.6970021	0.3064437	-0.2726072	-0.2845129	0.2398429	-0.1631805	-0.5115322	-0.6997991	-0.6089361	0.5708271	-0.3098405	0.1426305	0.4380875	0.448829	0.7679531	0.2387437	0.616441	0.6495679	0.5329492	0.5694	0.1336759	-0.5627086	-0.367116	0.001323214	0.5083697
52	[1]	-0.1117188	-0.1117188	0.2047997	0.6561535	-0.4530483	0.7918031	0.2752338	0.07319846	0.7828875	0.6048052	0.521348	-0.6870744	0.2847657	0.4897093	0.6027471	-0.5396325	0.1713527	-0.1799082	0.5228005	0.2501581	-0.3277652	0.4206468	-0.099253	0.3123184	0.6051765	0.06557739	0.632123	0.2709189	-0.2677561	-0.3512901	0.1232384	-0.2077832	-0.5701575	-0.7687799	-0.6480002	0.4167213	-0.3945166	0.1919572	0.480857	0.4309389	0.7137068	0.2422039	0.6146713	0.605639	0.5150102	0.6256441	0.2057439	-0.6547776	-0.2407337	0.07739337	0.4120437
53	[1]	0.08998143	0.08998143	0.1265951	0.5310515	-0.2099389	0.6060728	-0.1830797	0.2738504	0.6646936	0.5038305	0.3539014	-0.6240969	0.2076542	0.1800369	0.3869836	-0.1074803	0.126963	-0.1619822	0.4413933	0.4290831	-0.1864841	0.2951394	0.07324143	0.1133365	0.4672711	0.1497279	0.3963493	0.2740085	-0.1605551	-0.3407574	0.204217	-0.2116017	-0.5164968	-0.5721334	-0.5723007	0.3358619	-0.3903316	0.1519684	0.382015	0.2730477	0.5545745	0.2485568	0.4215415	0.389875	0.443115	0.4232936	0.06819781	-0.384714	0.08416443	0.3653995	0.1720185
54	[1]	0.03231676	0.03231676	-0.2227244	0.257265	-0.1747202	0.2985997	0.008781501	0.1395908	0.1453209	0.124862	0.1553063	-0.2666642	0.05554038	0.1363441	0.2474112	-0.1468621	-0.1220177	-0.1692876	0.3880286	0.2793713	0.005607355	0.3286808	-0.03685021	-0.2495383	0.5579134	-0.1456994	0.1809285	0.1241328	-0.1344075	-0.2345909	0.1517365	-0.1721149	-0.2457034	-0.344905	-0.3364928	0.2837162	-0.1091846	0.06313642	0.3216917	0.1333519	0.241241	0.1666047	0.2243357	0.451199	0.2864234	0.1579667	0.36073	-0.3467079	-0.07425594	-0.01313408	-0.2037942
55	[1]	-0.1896224	-0.1896224	0.2856171	0.7962325	-0.4002062	0.7994472	0.1909254	0.08238782	0.8626613	0.6659971	0.6204708	-0.664301	0.4469749	0.4317096	0.6517837	-0.444878	0.2937356	-0.180185	0.5262409	0.2645847	-0.4647897	0.595507	-0.1633968	0.3565226	0.6216286	0.2440716	0.6974459	0.4591217	-0.2175634	-0.2883832	0.3326751	-0.252726	-0.590779	-0.7632832	-0.6628652	0.5709604	-0.3314994	0.1866083	0.4807574	0.4762914	0.8353036	0.318342	0.6699882	0.6610524	0.6455605	0.6754345	0.1219644	-0.6241614	-0.2070697	0.1158646	0.4338561
56	[1]	0.05177549	0.05177549	0.04655139	0.4762611	-0.3579548	0.7341957	-0.03542355	0.2981784	0.6483859	0.5610119	0.3296531	-0.6370965	0.05267715	0.196326	0.2734035	-0.2902231	-0.07839551	-0.2018196	0.5649976	0.4324979	-0.05743571	0.1934168	0.1222647	0.08119374	0.5807364	0.01110179	0.3897673	0.2072006	-0.2264516	-0.3384666	0.07468063	-0.1498395	-0.4955841	-0.6929634	-0.5819836	0.3711367	-0.4154782	0.3949907	0.573591	0.3226003	0.4436013	0.1771397	0.5992529	0.4479704	0.4927964	0.4516184	0.2305937	-0.453904	0.1321681	0.2952544	0.09389058
57	[1]	-0.1465738	-0.1465738	-0.2002081	0.1451814	-0.3464893	0.3758418	0.02959246	-0.0620863	0.282467	0.2721929	0.1495411	-0.3985419	-0.001264101	0.1707027	0.1306883	-0.4461075	0.0448612	-0.2093985	0.04716765	0.1772764	-0.1213377	0.1209555	0.08855746	0.1797263	0.4272705	-0.1625192	0.2652737	0.1636876	-0.1871152	-0.3765568	0.1212843	-0.1115325	-0.3207894	-0.4298733	-0.3429673	-0.01040177	-0.1159188	0.2323008	0.04879953	0.03644573	0.2121686	0.01749027	0.3468061	0.3286048	0.3084057	0.2678684	0.1602449	-0.4128506	0.09871277	-0.01726179	0.1042562
58	[1]	-0.04652257	-0.04652257	-0.09917633	-0.5242238	0.2074556	-0.5763642	-0.09647389	-0.0371479	-0.6323599	-0.421503	-0.2638475	0.5345724	-0.1494264	-0.3675693	-0.3435393	0.384712	-0.002387072	0.144455	-0.5187109	-0.3219312	0.265911	-0.187513	0.1144599	-0.1059931	-0.5542104	-0.1744874	-0.3492034	-0.1343686	0.09043763	0.1441542	-0.08198703	0.2352566	0.5766189	0.6975972	0.581897	-0.334225	0.3056023	-0.3101632	-0.4758765	-0.5243025	-0.4840474	-0.1685432	-0.5305905	-0.471482	-0.4425869	-0.3151531	-0.3534744	0.4897857	0.03817831	-0.2725739	-0.2626994
59	[1]	-0.02882421	-0.02882421	0.288138	0.5951848	-0.5471264	0.7873496	0.03484531	0.2861031	0.7473207	0.7379059	0.5510745	-0.6135567	0.2711848	0.09644582	0.2983043	-0.4441707	-0.0229052	-0.115522	0.5659775	0.2210757	0.001281074	0.3279353	0.1201957	0.1368708	0.4230274	-0.01676977	0.4061227	0.4008549	-0.1239611	-0.2836422	0.0582572	-0.1667222	-0.4941128	-0.7204929	-0.5766138	0.339683	-0.5427175	0.2207188	0.472317	0.2246098	0.5484713	0.124987	0.5312537	0.286054	0.59781	0.7085695	0.005422334	-0.4299178	0.1005797	0.3663721	0.2113497
60	[1]	-0.3513323	-0.3513323	0.2301542	0.571365	-0.2642322	0.2464926	0.323499	-0.1275421	0.3823635	0.2752845	0.5539269	-0.1633952	0.5100008	0.1903176	0.5470266	-0.2025762	0.3524842	-0.1360031	0.1553377	-0.09480946	-0.353899	0.6020897	-0.400327	0.3902553	0.2153397	0.2691778	0.4276723	0.4401754	-0.212691	-0.280883	0.3308607	-0.1347691	-0.1451731	-0.2461437	-0.1912682	0.3921204	-0.02573161	0.02984788	0.1313283	0.2655068	0.559144	0.03804926	0.3566923	0.3858366	0.3895582	0.4239846	0.01069113	-0.2903225	-0.45358	-0.2384013	0.4552862
61	[1]	0.08151156	0.08151156	0.186476	0.5094809	-0.260041	0.7264348	0.01290377	0.2642157	0.6715689	0.4725153	0.299144	-0.730187	0.05813504	0.4213065	0.4465116	-0.3335615	0.05398952	-0.2512831	0.5320985	0.3788525	-0.2099139	0.1644028	0.1162581	0.1893318	0.4947791	0.06217773	0.4451609	0.1259539	-0.1675734	-0.262196	0.05061565	-0.3110676	-0.5952056	-0.6784246	-0.6042621	0.2245923	-0.3969354	0.2978916	0.5598288	0.3438166	0.5590061	0.2340347	0.5419475	0.4621725	0.3068534	0.4343545	0.2499791	-0.577717	0.0005403671	0.1524515	0.1341589
62	[1]	-0.250047	-0.250047	0.4352174	0.3429613	0.08501103	-0.05750409	0.3215975	-0.255781	0.1282707	0.2241506	0.4050641	0.0616305	0.3902046	-0.01811684	0.1713733	-0.02193151	0.3959826	0.3119012	-0.1236717	-0.1862903	-0.1630546	0.3756171	-0.2017013	0.3404526	-0.02739622	0.3641977	0.1667165	0.4285743	-0.1197217	0.03456598	0.3578834	0.04051256	0.2704221	-0.000769896	0.1530923	0.2779964	0.2051902	-0.1187921	-0.02941302	0.0163534	0.2228151	0.04827904	0.1355761	0.05022995	0.2126445	0.06504445	-0.1698983	0.1122393	-0.378319	-0.2401996	0.3312202
63	[1]	-0.01539601	-0.01539601	0.09622449	-0.01430489	-0.1675194	-0.1369603	-0.24385	0.08059619	-0.1734601	0.1775152	0.1647417	0.1879647	0.1440987	-0.5699922	-0.3863282	-0.03820096	0.07375348	0.1365613	-0.2217725	-0.1717246	0.2884166	0.03214039	0.2525961	-0.05612815	-0.3737898	-0.2392862	-0.2691962	0.2577028	0.1017223	0.0511597	-0.02619163	0.07791801	0.2344628	0.2671669	0.1287595	-0.193238	-0.08357434	-0.2805159	-0.2554609	-0.4536126	-0.2120669	-0.1145513	-0.3176401	-0.4337517	0.03804422	0.2004104	-0.5597701	0.3142291	0.2452877	0.3021757	-0.09495621
64	[1]	0.1527789	0.1527789	0.01061982	0.4690751	-0.3274127	0.6610634	-0.003682686	0.2752995	0.6693428	0.4716403	0.3002255	-0.7064974	0.04750551	0.3142538	0.3793961	-0.2955157	0.03496727	-0.3584091	0.4565785	0.4899478	-0.2174631	0.2296513	0.1170711	0.1026816	0.6470125	-0.008615928	0.4258415	0.152668	-0.1350522	-0.362517	0.08003847	-0.3113998	-0.6358437	-0.6868006	-0.669114	0.2660287	-0.4138567	0.3288263	0.5244473	0.2869708	0.4986029	0.1592046	0.5601128	0.5325775	0.4754969	0.4530926	0.2123478	-0.584997	0.08692202	0.3347834	0.1228046
65	[1]	-0.101288	-0.101288	0.3005852	0.6557055	-0.2717132	0.7232815	0.1238627	0.1536579	0.8298534	0.6699299	0.4791363	-0.6257253	0.287561	0.283902	0.4461586	-0.3571807	0.3687863	-0.1050083	0.3301496	0.341253	-0.3781097	0.3461637	-0.09835525	0.4358063	0.5038176	0.3187093	0.6295925	0.4022674	-0.2182589	-0.1925923	0.3454048	-0.2347824	-0.4521566	-0.6482348	-0.5524763	0.5041035	-0.2598377	0.3385107	0.4438648	0.3769828	0.6622132	0.274221	0.6564705	0.5211463	0.5625004	0.5382121	-0.03647323	-0.405443	-0.08070331	0.2130879	0.476031
66	[1]	-0.09077708	-0.09077708	-0.1501643	-0.5498163	0.1230349	-0.6141305	-0.1261468	-0.2093601	-0.5089625	-0.5314867	-0.4055414	0.3439188	-0.3315945	-0.2371313	-0.4626001	0.3503783	-0.1618694	-0.02315501	-0.5270009	-0.3511721	0.0459542	-0.4309043	0.06823257	-0.03888933	-0.4939714	-0.1077705	-0.5140192	-0.2278456	0.05977778	0.06276276	-0.2520453	0.2951608	0.3426904	0.4222644	0.5069623	-0.4060057	0.2413769	-0.1471033	-0.5142166	-0.4178557	-0.5530854	-0.1651744	-0.3818169	-0.518999	-0.3400135	-0.4701612	-0.2417028	0.3612446	0.1617362	-0.1357324	-0.00489678
67	[1]	0.01528989	0.01528989	0.1046185	0.511802	-0.3525004	0.6372047	0.1810684	0.1949668	0.6059075	0.4525929	0.4226037	-0.6731919	0.1668467	0.460571	0.5409966	-0.4361183	0.1864847	-0.2462801	0.3589607	0.3811575	-0.2919467	0.3482909	0.04264215	0.317846	0.5366819	0.05832204	0.5494959	0.1737314	-0.3669915	-0.4598651	0.09993489	-0.2293424	-0.5218472	-0.6302966	-0.5755368	0.2235761	-0.249009	0.2283152	0.4623837	0.229441	0.5738721	0.196729	0.5320593	0.5122902	0.4231519	0.5142193	0.164238	-0.6624773	-0.1562735	0.03416047	0.1714205
68	[1]	-0.1186465	-0.1186465	0.1173418	0.6709391	-0.4379037	0.7046798	0.1210361	0.07189691	0.698162	0.5098755	0.4610703	-0.6542732	0.2661892	0.400113	0.5833066	-0.489825	0.121651	-0.2287114	0.4728234	0.2344822	-0.3727965	0.4665858	-0.04973106	0.2566999	0.5850763	0.09157614	0.5510146	0.2196812	-0.3202059	-0.3912465	0.1342545	-0.2861381	-0.6002472	-0.7538569	-0.6511162	0.4173131	-0.3716352	0.1780977	0.4716029	0.3660729	0.6897349	0.1231866	0.570503	0.6015378	0.4790268	0.6079001	0.1881854	-0.6939136	-0.1735979	0.07048105	0.2705255
69	[1]	-0.1412626	-0.1412626	0.2662243	0.6679141	-0.4773792	0.7726229	0.2121996	0.09577104	0.8136467	0.5984081	0.5451362	-0.6562243	0.3133746	0.5350095	0.5838615	-0.5832175	0.2455168	-0.2580407	0.4266265	0.1738885	-0.3444912	0.4535207	-0.1109461	0.3739791	0.510259	0.1167172	0.6711475	0.3277992	-0.2385555	-0.3300543	0.1447013	-0.1332733	-0.6034685	-0.7333617	-0.6337903	0.3962011	-0.3701139	0.2108422	0.4164635	0.4616496	0.7142276	0.2010223	0.6019456	0.5458253	0.5458177	0.6593407	0.1681794	-0.6529866	-0.1677065	0.1195184	0.4290562
70	[1]	0.1038484	0.1038484	-0.1340384	0.3024764	-0.1755031	0.52535	-0.2146455	0.2875575	0.459347	0.3452576	0.04575302	-0.6533324	-0.1255232	0.1357335	0.1468937	-0.1670285	-0.1883933	-0.04636323	0.4111747	0.4852735	-0.2331144	-0.05422728	0.2107192	0.09123692	0.4417482	0.03609436	0.1655724	0.01195454	-0.2287518	-0.2381761	-0.01575634	-0.2582623	-0.3629256	-0.5346257	-0.397377	0.2499576	-0.2712718	0.4062826	0.5421757	0.2409827	0.2871389	0.2626503	0.5042976	0.3089282	0.2547956	0.2057327	0.09495386	-0.3677395	0.2679202	0.2285868	0.02077144
71	[1]	0.1143077	0.1143077	-0.1489362	0.3550206	-0.1768066	0.5071683	-0.2647048	0.1847736	0.5138585	0.3585788	0.1627637	-0.6179398	-0.04835938	0.1358132	0.2466074	-0.1553569	-0.001025672	-0.1367993	0.4532567	0.471716	-0.1196887	0.06893082	0.2310951	-0.006651006	0.5577383	0.03717251	0.2093564	0.1268124	-0.148139	-0.273977	0.1181479	-0.3626027	-0.3980225	-0.5098982	-0.4828291	0.1946316	-0.3259197	0.3355966	0.4437214	0.264439	0.378979	0.1986383	0.4346489	0.3618848	0.3753437	0.2319345	0.1715933	-0.3776138	0.1640275	0.343137	-0.02211115
72	[1]	0.181411	0.181411	-0.0005823055	-0.2346523	-0.2049199	-0.08629563	-0.2686319	0.367039	-0.1735076	0.02328982	-0.04757563	0.06713334	-0.140688	-0.4197787	-0.3767477	0.02357457	-0.2557474	0.05060154	-0.05049259	-0.1057051	0.4003837	-0.2110993	0.2788331	-0.2201721	-0.2980577	-0.3495802	-0.3036598	-0.0007819713	0.08940711	0.04266398	-0.2690146	0.189803	0.08635743	0.1785487	0.07305225	-0.2924449	-0.2303764	-0.05987007	-0.1188148	-0.422242	-0.2978436	-0.0534134	-0.266979	-0.4686489	-0.02603682	0.1079487	-0.3047637	0.1957371	0.3046326	0.3482294	-0.2089229
73	[1]	0.1724482	0.1724482	0.0631495	0.5046816	-0.4726761	0.7778727	-0.01994494	0.3241099	0.7402693	0.5840667	0.3649262	-0.7268589	0.1115952	0.3370007	0.3312468	-0.4296998	-0.05023607	-0.3368196	0.5431082	0.3919356	-0.1199516	0.1973355	0.1070342	0.0923068	0.5509003	-0.09157665	0.4260934	0.2083139	-0.1603506	-0.3947722	-0.06929044	-0.1878697	-0.6825185	-0.7736016	-0.686293	0.2462083	-0.5490775	0.2519492	0.4864563	0.330446	0.5036705	0.2131869	0.5354211	0.4047735	0.4676984	0.5692586	0.2336376	-0.6001972	0.112563	0.4165191	0.1786007
74	[1]	0.07026189	0.07026189	0.1235742	0.3736405	-0.3462824	0.6779227	0.03605442	0.2150265	0.6565501	0.5568241	0.2563608	-0.5691539	0.003525367	0.1446847	0.1532812	-0.2031977	-0.09384628	-0.2476661	0.4942221	0.4062633	-0.06765331	0.1317834	0.0787868	0.0428015	0.5830115	0.01401058	0.3376433	0.1930479	-0.0757795	-0.2319145	0.09787406	-0.03911496	-0.5464077	-0.6941872	-0.5760982	0.3340966	-0.484316	0.3860678	0.4382686	0.3075523	0.3902652	0.08418007	0.6103682	0.4506522	0.4762561	0.3992414	0.2417332	-0.3807657	0.1824405	0.3751265	0.1599425
75	[1]	-0.2737997	-0.2737997	0.2029728	0.6989622	-0.49079	0.7554919	0.1750709	0.0185858	0.7442872	0.631438	0.6082167	-0.6078132	0.4112379	0.3373096	0.582129	-0.5476118	0.2916762	-0.197501	0.4486351	0.2819509	-0.4643174	0.5770595	-0.1321165	0.3113609	0.5946586	0.1744134	0.5779267	0.4546443	-0.2519215	-0.3436248	0.3532863	-0.2859863	-0.5302653	-0.7192403	-0.5852616	0.4947411	-0.3221107	0.160537	0.4001663	0.3520753	0.7806596	0.321735	0.6255383	0.6295761	0.5977252	0.682676	0.02596927	-0.6155788	-0.1896845	0.02148481	0.3442146
